Model Outputs
200
,,Id_5:LPelvisAngles_M,,,Id_5:LHipAngles_M,,,Id_5:LKneeAngles_M,,,Id_5:LAnkleAngles_M,,,Id_5:RPelvisAngles_M,,,Id_5:RHipAngles_M,,,Id_5:RKneeAngles_M,,,Id_5:RAnkleAngles_M,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1159,0,10.7111,-2.95174,6.40594,37.7623,-8.90997,-16.9839,105.854,-9.80035,-19.2432,1.89674,-4.16069,18.3035,10.7111,2.95174,-6.40594,23.467,5.83386,-14.7185,38.2463,-7.40245,2.72935,21.5823,-3.10093,10.8051
1160,0,10.6749,-2.83605,6.07914,39.4377,-8.63491,-16.85,105.34,-9.91575,-19.0878,2.85826,-4.08878,17.9874,10.6749,2.83605,-6.07914,21.8694,5.45911,-14.8083,37.3903,-7.17692,2.48935,21.9688,-3.20026,11.1571
1161,0,10.6117,-2.68979,5.69806,41.0098,-8.25367,-16.7642,104.616,-10.0684,-18.8675,3.78024,-3.99502,17.5736,10.6117,2.68979,-5.69806,20.2017,5.04257,-14.8323,36.4437,-6.8666,2.23637,22.213,-3.28145,11.4443
1162,0,10.5268,-2.51632,5.26172,42.4745,-7.767,-16.7053,103.683,-10.24,-18.583,4.65511,-3.88301,17.0767,10.5268,2.51632,-5.26172,18.4733,4.59522,-14.7994,35.4101,-6.48119,1.92995,22.3022,-3.35462,11.7025
1163,0,10.4241,-2.31843,4.77112,43.8307,-7.1779,-16.6784,102.548,-10.4364,-18.2535,5.477,-3.75925,16.5246,10.4241,2.31843,-4.77112,16.6923,4.12778,-14.7256,34.2925,-6.03606,1.52929,22.2268,-3.43254,11.9769
1164,0,10.3067,-2.09888,4.22745,45.0716,-6.48856,-16.6693,101.21,-10.6457,-17.8788,6.24005,-3.62715,15.9316,10.3067,2.09888,-4.22745,14.8652,3.65062,-14.626,33.0936,-5.54579,0.995458,21.9768,-3.52801,12.3124
1165,0,10.1783,-1.86121,3.63195,46.1954,-5.70302,-16.6677,99.674,-10.8619,-17.4662,6.94144,-3.49142,15.3186,10.1783,1.86121,-3.63195,12.9977,3.1748,-14.5162,31.814,-5.02505,0.292791,21.543,-3.65376,12.7529
1166,0,10.041,-1.60773,2.9874,47.1946,-4.82534,-16.6639,97.9379,-11.0778,-17.0177,7.57824,-3.35527,14.7,10.041,1.60773,-2.9874,11.0955,2.70948,-14.4126,30.4576,-4.4889,-0.605471,20.916,-3.82146,13.3378
1167,0,9.89741,-1.34215,2.29709,48.0657,-3.86203,-16.6346,96.0034,-11.2754,-16.5274,8.15006,-3.22015,14.0825,9.89741,1.34215,-2.29709,9.16343,2.26485,-14.3277,29.0266,-3.94997,-1.71723,20.0853,-4.04039,14.0971
1168,0,9.74905,-1.06757,1.56507,48.8039,-2.82101,-16.5857,93.8708,-11.4646,-16.0139,8.65638,-3.0917,13.4923,9.74905,1.06757,-1.56507,7.20722,1.84943,-14.2779,27.5275,-3.42243,-3.04587,19.0401,-4.31789,15.052
1169,0,9.59804,-0.787201,0.796461,49.4056,-1.71144,-16.4867,91.5399,-11.6199,-15.4804,9.09898,-2.97225,12.9407,9.59804,0.787201,-0.796461,5.23439,1.471,-14.2786,25.9683,-2.91925,-4.58345,17.7686,-4.65893,16.2133
1170,0,9.44696,-0.504471,-0.00323774,49.8665,-0.54418,-16.3321,89.0095,-11.7404,-14.9263,9.47878,-2.86225,12.4306,9.44696,0.504471,0.00323774,3.25375,1.13642,-14.3418,24.3598,-2.45081,-6.31053,16.2569,-5.0652,17.5784
1171,0,9.29647,-0.223028,-0.827912,50.1859,0.667499,-16.1184,86.2856,-11.8275,-14.3724,9.80092,-2.7664,11.9844,9.29647,0.223028,0.827912,1.27496,0.851329,-14.4819,22.7167,-2.02729,-8.19293,14.488,-5.53515,19.131
1172,0,9.14897,0.054396,-1.67054,50.3609,1.9098,-15.8277,83.369,-11.8665,-13.8207,10.0714,-2.68505,11.6045,9.14897,-0.054396,1.67054,-0.689094,0.618883,-14.7105,21.0564,-1.65608,-10.19,12.4439,-6.0645,20.8442
1173,0,9.00571,0.325167,-2.52443,50.3912,3.1672,-15.4626,80.2645,-11.8631,-13.2896,10.2905,-2.62169,11.3079,9.00571,-0.325167,2.52443,-2.6251,0.440336,-15.0355,19.3994,-1.34111,-12.254,10.1055,-6.64459,22.6758
1174,0,8.86836,0.586306,-3.38179,50.2777,4.42179,-15.0228,76.9796,-11.8177,-12.8051,10.4667,-2.5816,11.1199,8.86836,-0.586306,3.38179,-4.51654,0.315133,-15.4643,17.771,-1.08471,-14.3299,7.45683,-7.26228,24.5716
1175,0,8.73826,0.835836,-4.23541,50.0238,5.65595,-14.511,73.5285,-11.7324,-12.3644,10.6068,-2.56368,11.0358,8.73826,-0.835836,4.23541,-6.34589,0.239693,-15.999,16.1982,-0.88536,-16.3654,4.48508,-7.9,26.4678
1176,0,8.6172,1.07204,-5.07758,49.6358,6.85135,-13.9381,69.9262,-11.6146,-11.9953,10.7182,-2.57398,11.0842,8.6172,-1.07204,5.07758,-8.09384,0.208276,-16.6367,14.711,-0.739821,-18.3099,1.18938,-8.53529,28.294
1177,0,8.50617,1.29352,-5.90063,49.1185,7.98934,-13.313,66.1868,-11.466,-11.7126,10.8045,-2.61622,11.2823,8.50617,-1.29352,5.90063,-9.74103,0.213178,-17.3713,13.341,-0.644122,-20.1174,-2.41296,-9.1421,29.9791
1178,0,8.40788,1.49869,-6.69766,48.4853,9.05289,-12.6629,62.3353,-11.3022,-11.5262,10.8765,-2.69422,11.6474,8.40788,-1.49869,6.69766,-11.2668,0.245857,-18.1914,12.1205,-0.594241,-21.7453,-6.28032,-9.69112,31.4537
1179,0,8.32063,1.68741,-7.46199,47.7446,10.0272,-11.9964,58.396,-11.118,-11.4397,10.9364,-2.80953,12.1854,8.32063,-1.68741,7.46199,-12.6557,0.296294,-19.0822,11.0815,-0.587956,-23.1593,-10.3405,-10.1554,32.6638
1180,0,8.2458,1.85848,-8.18718,46.911,10.8995,-11.3387,54.3959,-10.9195,-11.4393,10.9891,-2.96132,12.8901,8.2458,-1.85848,8.18718,-13.8902,0.355243,-20.0223,10.255,-0.624965,-24.3317,-14.4897,-10.513,33.5731
1181,0,8.18142,2.01192,-8.86787,45.9992,11.6621,-10.7061,50.3688,-10.7048,-11.5548,11.0414,-3.15726,13.7939,8.18142,-2.01192,8.86787,-14.9597,0.413715,-20.9873,9.66757,-0.707303,-25.2428,-18.6047,-10.7519,34.1694
1182,0,8.1282,2.14698,-9.49951,45.0276,12.3109,-10.12,46.3507,-10.4739,-11.7492,11.0973,-3.39058,14.8608,8.1282,-2.14698,9.49951,-15.8523,0.464001,-21.9506,9.3432,-0.839666,-25.8786,-22.5489,-10.872,34.4659
1183,0,8.08049,2.26427,-10.079,44.0071,12.8478,-9.5798,42.3749,-10.214,-12.0236,11.1526,-3.65942,16.0768,8.08049,-2.26427,10.079,-16.5665,0.499949,-22.8834,9.3003,-1.0277,-26.2356,-26.1945,-10.8846,34.497
1184,0,8.03587,2.36491,-10.6035,42.9543,13.2784,-9.10141,38.477,-9.92644,-12.3768,11.2053,-3.96319,17.4327,8.03587,-2.36491,10.6035,-17.1005,0.515756,-23.7576,9.55182,-1.27733,-26.3158,-29.4355,-10.809,34.3106
1185,0,7.99309,2.44536,-11.072,41.8842,13.6099,-8.66318,34.6992,-9.59836,-12.7944,11.2569,-4.29199,18.8774,7.99309,-2.44536,11.072,-17.4545,0.511921,-24.546,10.1049,-1.59298,-26.1303,-32.1967,-10.6675,33.9596
1186,0,7.94538,2.51106,-11.4814,40.8096,13.8551,-8.27864,31.0797,-9.23963,-13.2682,11.3035,-4.64157,20.3859,7.94538,-2.51106,11.4814,-17.6382,0.482039,-25.2265,10.9621,-1.97627,-25.6908,-34.429,-10.4806,33.4915
1187,0,7.88822,2.5591,-11.8343,39.7371,14.0249,-7.92619,27.6492,-8.85056,-13.7858,11.3372,-5.0024,21.9119,7.88822,-2.5591,11.8343,-17.6617,0.430315,-25.7823,12.1194,-2.4245,-25.0168,-36.113,-10.2648,32.9441
1188,0,7.81832,2.58913,-12.1293,38.6804,14.1287,-7.59759,24.4472,-8.44194,-14.3297,11.3584,-5.36449,23.4103,7.81832,-2.58913,12.1293,-17.5369,0.35808,-26.1997,13.5692,-2.93027,-24.1266,-37.2487,-10.0292,32.3384
1189,0,7.72715,2.60809,-12.3678,37.64,14.1807,-7.28405,21.5015,-8.02631,-14.8852,11.3612,-5.7187,24.8431,7.72715,-2.60809,12.3678,-17.2843,0.262234,-26.4763,15.2992,-3.48206,-23.0435,-37.8561,-9.77787,31.6824
1190,0,7.6179,2.60823,-12.5518,36.6296,14.1839,-6.96104,18.837,-7.6139,-15.4344,11.3401,-6.05305,26.1652,7.6179,-2.60823,12.5518,-16.9121,0.151575,-26.6104,17.2929,-4.06347,-21.7856,-37.9665,-9.50699,30.9644
1191,0,7.48234,2.59422,-12.6788,35.6507,14.1453,-6.63068,16.4799,-7.22314,-15.9531,11.2954,-6.35799,27.3448,7.48234,-2.59422,12.6788,-16.4428,0.0245572,-26.6072,19.5304,-4.65688,-20.3756,-37.6293,-9.21048,30.1653
1192,0,7.32215,2.56312,-12.7521,34.7123,14.0682,-6.29193,14.4418,-6.86865,-16.4258,11.2198,-6.62841,28.3696,7.32215,-2.56312,12.7521,-15.8885,-0.113703,-26.4774,21.9883,-5.243,-18.8362,-36.9045,-8.8797,29.2575
1193,0,7.13569,2.51758,-12.7722,33.8158,13.9577,-5.92665,12.7362,-6.55708,-16.8289,11.1078,-6.85108,29.1986,7.13569,-2.51758,12.7722,-15.2648,-0.26357,-26.2356,24.6404,-5.80417,-17.194,-35.8655,-8.5074,28.2151
1194,0,6.92659,2.4574,-12.7409,32.97,13.8171,-5.55028,11.3663,-6.30075,-17.1527,10.9546,-7.02669,29.8428,6.92659,-2.4574,12.7409,-14.581,-0.423705,-25.8992,27.4583,-6.32556,-15.4801,-34.5927,-8.0897,27.0197
1195,0,6.69905,2.37917,-12.6601,32.1807,13.6457,-5.162,10.3336,-6.10302,-17.3942,10.7548,-7.15434,30.3058,6.69905,-2.37917,12.6601,-13.8442,-0.589963,-25.4824,30.4122,-6.79409,-13.7283,-33.165,-7.62649,25.6622
1196,0,6.4538,2.28876,-12.5306,31.4467,13.4479,-4.78148,9.62704,-5.9639,-17.5505,10.4982,-7.23791,30.6065,6.4538,-2.28876,12.5306,-13.0649,-0.766745,-25.0041,33.4724,-7.20278,-11.9758,-31.6556,-7.12371,24.1513
1197,0,6.20082,2.18253,-12.3529,30.7762,13.221,-4.42594,9.23731,-5.87921,-17.6103,10.1778,-7.27814,30.7506,6.20082,-2.18253,12.3529,-12.242,-0.951435,-24.473,36.6091,-7.54461,-10.2619,-30.1255,-6.59042,22.5068
1198,0,5.94784,2.06386,-12.1346,30.1716,12.9708,-4.10463,9.14795,-5.8417,-17.5826,9.78729,-7.28085,30.7603,5.94784,-2.06386,12.1346,-11.3756,-1.1465,-23.9089,39.7952,-7.81865,-8.62472,-28.6198,-6.03955,20.7643
1199,0,5.69889,1.9403,-11.8793,29.631,12.7027,-3.84749,9.33713,-5.84367,-17.4653,9.32203,-7.25248,30.6587,5.69889,-1.9403,11.8793,-10.4695,-1.35888,-23.3239,43.0058,-8.02494,-7.09322,-27.1643,-5.48344,18.9616
1200,0,5.46607,1.80711,-11.5892,29.1612,12.4126,-3.66398,9.78729,-5.87548,-17.2572,8.78588,-7.19389,30.4484,5.46607,-1.80711,11.5892,-9.51455,-1.58609,-22.7256,46.2197,-8.16695,-5.69415,-25.7717,-4.9351,17.1435
1201,0,5.25532,1.67438,-11.2776,28.7602,12.1133,-3.57495,10.4734,-5.9308,-16.9458,8.18931,-7.10795,30.1381,5.25532,-1.67438,11.2776,-8.51045,-1.83692,-22.1333,49.4177,-8.24988,-4.44221,-24.4417,-4.40495,15.3497
1202,0,5.07757,1.54465,-10.9468,28.4332,11.808,-3.57045,11.3781,-6.00131,-16.5366,7.55579,-6.99123,29.7134,5.07757,-1.54465,10.9468,-7.44768,-2.11607,-21.5541,52.5849,-8.28234,-3.34509,-23.1676,-3.9017,13.6167
1203,0,4.93645,1.42246,-10.6066,28.1755,11.5041,-3.65801,12.4771,-6.08326,-15.9792,6.9168,-6.83253,29.1301,4.93645,-1.42246,10.6066,-6.32332,-2.42747,-21.0002,55.7081,-8.2737,-2.40494,-21.9399,-3.43218,11.9756
1204,0,4.84196,1.31183,-10.2683,27.9952,11.2119,-3.8248,13.7599,-6.17612,-15.2867,6.32375,-6.63442,28.3922,4.84196,-1.31183,10.2683,-5.1274,-2.77521,-20.4846,58.7765,-8.23525,-1.62038,-20.7495,-3.00167,10.4524
1205,0,4.79755,1.21865,-9.93804,27.8892,10.9415,-4.06026,15.2065,-6.27962,-14.4225,5.82538,-6.38669,27.4545,4.79755,-1.21865,9.93804,-3.85468,-3.1644,-20.0144,61.7807,-8.1788,-0.984002,-19.589,-2.61342,9.06525
1206,0,4.8063,1.1475,-9.62503,27.8582,10.7041,-4.34178,16.8046,-6.39554,-13.4003,5.47595,-6.09238,26.3187,4.8063,-1.1475,9.62503,-2.50009,-3.59754,-19.5973,64.7128,-8.11637,-0.489429,-18.454,-2.26998,7.82878
1207,0,4.87064,1.10322,-9.3392,27.9025,10.5126,-4.65679,18.5438,-6.52963,-12.2033,5.3234,-5.74995,24.968,4.87064,-1.10322,9.3392,-1.05836,-4.07708,-19.2383,67.5657,-8.05705,-0.130743,-17.3437,-1.97307,6.75361
1208,0,4.99057,1.09091,-9.08542,28.0199,10.3777,-4.99286,20.4022,-6.68665,-10.8797,5.39021,-5.37473,23.4522,4.99057,-1.09091,9.08542,0.473705,-4.60516,-18.9365,70.3336,-8.00936,0.101517,-16.2576,-1.7228,5.84341
1209,0,5.16355,1.11523,-8.86883,28.2024,10.3086,-5.3467,22.3576,-6.87288,-9.44415,5.68706,-4.97381,21.7922,5.16355,-1.11523,8.86883,2.09675,-5.18259,-18.6864,73.0103,-7.97684,0.214138,-15.2009,-1.51876,5.09907
1210,0,5.38647,1.18073,-8.69432,28.4416,10.3133,-5.72511,24.3815,-7.0982,-7.96278,6.20634,-4.56878,20.0742,5.38647,-1.18073,8.69432,3.81027,-5.81023,-18.4806,75.5897,-7.96001,0.216819,-14.1764,-1.3591,4.51535
1211,0,5.65369,1.29039,-8.56158,28.7179,10.3926,-6.11454,26.4337,-7.35678,-6.48703,6.92263,-4.17059,18.3469,5.65369,-1.29039,8.56158,5.61121,-6.4868,-18.3054,78.0657,-7.9576,0.117327,-13.188,-1.24178,4.08582
1212,0,5.95822,1.44629,-8.47141,29.0106,10.545,-6.54094,28.4695,-7.6571,-5.07357,7.80627,-3.79901,16.7023,5.95822,-1.44629,8.47141,7.49396,-7.21097,-18.1457,80.4319,-7.96322,-0.0729348,-12.2391,-1.16342,3.79867
1213,0,6.29269,1.64658,-8.42316,29.2946,10.7632,-7.00536,30.4448,-7.99596,-3.76783,8.82496,-3.46514,15.1995,6.29269,-1.64658,8.42316,9.45106,-7.97729,-17.9868,82.6809,-7.97094,-0.346159,-11.3308,-1.12135,3.64437
1214,0,6.64754,1.88758,-8.4145,29.5413,11.0358,-7.51337,32.3165,-8.37048,-2.60153,9.94659,-3.17748,13.8868,6.64754,-1.88758,8.4145,11.472,-8.77923,-17.8158,84.8051,-7.97531,-0.694154,-10.4642,-1.11261,3.61232
1215,0,7.01452,2.16155,-8.44203,29.7192,11.3474,-8.05075,34.0409,-8.76756,-1.57482,11.1395,-2.93461,12.7664,7.01452,-2.16155,8.44203,13.5452,-9.60616,-17.6189,86.7956,-7.96771,-1.10809,-9.63746,-1.13384,3.6902
1216,0,7.38433,2.45775,-8.50252,29.8037,11.6807,-8.61921,35.5863,-9.18471,-0.693117,12.3766,-2.73967,11.8597,7.38433,-2.45775,8.50252,15.6563,-10.4438,-17.3881,88.6421,-7.94233,-1.58579,-8.84938,-1.18297,3.87031
1217,0,7.74842,2.76245,-8.59057,29.7692,12.0159,-9.19934,36.925,-9.6086,0.0777803,13.6308,-2.58398,11.1311,7.74842,-2.76245,8.59057,17.7908,-11.2744,-17.1199,90.3353,-7.89589,-2.12,-8.09503,-1.25644,4.13951
1218,0,8.09764,3.0611,-8.69934,29.5974,12.3327,-9.78035,38.0402,-10.0322,0.7445,14.8845,-2.46637,10.5782,8.09764,-3.0611,8.69934,19.9313,-12.0771,-16.8067,91.8631,-7.8194,-2.7036,-7.37082,-1.35034,4.4833
1219,0,8.42493,3.33928,-8.82084,29.2752,12.6116,-10.3401,38.9237,-10.4402,1.34088,16.1183,-2.37755,10.1593,8.42493,-3.33928,8.82084,22.0639,-12.8315,-16.4603,93.2162,-7.72072,-3.33237,-6.67379,-1.46113,4.88852
1220,0,8.72212,3.5838,-8.94563,28.7946,12.8345,-10.8609,39.5755,-10.82,1.87889,17.3175,-2.31305,9.8544,8.72212,-3.5838,8.94563,24.1685,-13.5156,-16.0666,94.3811,-7.58049,-3.98839,-6.00095,-1.5821,5.33035
1221,0,8.98319,3.78456,-9.06364,28.156,12.9865,-11.3374,40.003,-11.165,2.36487,18.4737,-2.27063,9.65354,8.98319,-3.78456,9.06364,26.2322,-14.1116,-15.645,95.3497,-7.41292,-4.66417,-5.35069,-1.70856,5.79153
1222,0,9.20265,3.9339,-9.16402,27.3593,13.0565,-11.7469,40.2141,-11.4562,2.80826,19.5732,-2.24347,9.52481,9.20265,-3.9339,9.16402,28.2423,-14.6035,-15.1993,96.1155,-7.21701,-5.34501,-4.72144,-1.83416,6.24882
1223,0,9.37682,4.02682,-9.23718,26.4147,13.0359,-12.0931,40.2254,-11.6907,3.19614,20.6097,-2.23292,9.4748,9.37682,-4.02682,9.23718,30.1859,-14.9788,-14.7351,96.671,-6.99199,-6.01458,-4.11289,-1.95254,6.67907
1224,0,9.50518,4.06149,-9.27431,25.3333,12.9223,-12.3714,40.0513,-11.8607,3.525,21.5733,-2.2361,9.48986,9.50518,-4.06149,9.27431,32.0564,-15.2307,-14.279,97.0138,-6.75903,-6.66479,-3.52547,-2.05914,7.06581
1225,0,9.58821,4.03775,-9.26774,24.1317,12.7157,-12.5905,39.712,-11.9664,3.77806,22.4597,-2.25393,9.5744,9.58821,-4.03775,9.26774,33.8469,-15.3533,-13.8268,97.1412,-6.51032,-7.28712,-2.96025,-2.15056,7.39697
1226,0,9.63006,3.95631,-9.21196,22.8242,12.4201,-12.7406,39.2213,-11.998,3.94769,23.2584,-2.28282,9.71128,9.63006,-3.95631,9.21196,35.5573,-15.3448,-13.3952,97.0558,-6.25926,-7.88556,-2.42015,-2.22671,7.67243
1227,0,9.63531,3.81944,-9.10338,21.4283,12.0415,-12.8333,38.5958,-11.9597,4.02371,23.9614,-2.32287,9.90083,9.63531,-3.81944,9.10338,37.1839,-15.2054,-13.0032,96.7578,-6.02127,-8.46403,-1.9072,-2.28823,7.89469
1228,0,9.61022,3.63035,-8.93957,19.9593,11.5887,-12.8733,37.8487,-11.8528,3.9981,24.5604,-2.37286,10.1371,9.61022,-3.63035,8.93957,38.7271,-14.937,-12.6588,96.251,-5.80371,-9.03237,-1.42276,-2.33832,8.07545
1229,0,9.5611,3.3915,-8.72035,18.4317,11.07,-12.8722,36.992,-11.6838,3.86576,25.0468,-2.4328,10.42,9.5611,-3.3915,8.72035,40.1821,-14.5423,-12.3633,95.5337,-5.60583,-9.59507,-0.970265,-2.37989,8.22536
1230,0,9.4947,3.10729,-8.44551,16.8546,10.4962,-12.8236,36.0334,-11.4493,3.61797,25.409,-2.50107,10.7415,9.4947,-3.10729,8.44551,41.5502,-14.026,-12.1344,94.6136,-5.44812,-10.1657,-0.549149,-2.41824,8.36355
1231,0,9.41746,2.78153,-8.1167,15.2386,9.87695,-12.7517,34.9792,-11.1647,3.25616,25.6378,-2.57983,11.1116,9.41746,-2.78153,8.1167,42.8259,-13.3935,-11.9782,93.4885,-5.33769,-10.7479,-0.163201,-2.4574,8.50457
1232,0,9.33459,2.41815,-7.73546,13.5891,9.22153,-12.6591,33.8341,-10.8325,2.77837,25.7212,-2.66909,11.5299,9.33459,-2.41815,7.73546,44.0069,-12.6509,-11.8979,92.1642,-5.28228,-11.3446,0.190731,-2.50186,8.66451
1233,0,9.25131,2.02285,-7.30352,11.9112,8.54028,-12.5595,32.6016,-10.4607,2.18688,25.6481,-2.77045,12.0033,9.25131,-2.02285,7.30352,45.087,-11.8058,-11.8866,90.6401,-5.28052,-11.9386,0.512796,-2.55122,8.84192
1234,0,9.17168,1.60065,-6.82307,10.2094,7.84319,-12.4639,31.2859,-10.0574,1.48601,25.4064,-2.88514,12.5369,9.17168,-1.60065,6.82307,46.0629,-10.8669,-11.9538,88.921,-5.34852,-12.5194,0.807828,-2.60743,9.04376
1235,0,9.09873,1.15728,-6.29656,8.48827,7.13959,-12.385,29.8931,-9.63041,0.678201,24.9858,-3.01578,13.142,9.09873,-1.15728,6.29656,46.9299,-9.84374,-12.088,87.0097,-5.48203,-13.0762,1.07732,-2.67258,9.27739
1236,0,9.03537,0.698958,-5.72581,6.75286,6.44029,-12.3322,28.4311,-9.18748,-0.224494,24.3753,-3.16239,13.8174,9.03537,-0.698958,5.72581,47.6824,-8.74587,-12.2825,84.9093,-5.6814,-13.5678,1.3304,-2.74063,9.52108
1237,0,8.98234,0.231321,-5.11455,5.00899,5.75457,-12.3159,26.9114,-8.73651,-1.21721,23.565,-3.32732,14.5725,8.98234,-0.231321,5.11455,48.3137,-7.58421,-12.5218,82.6212,-5.93707,-13.9746,1.57251,-2.81121,9.77343
1238,0,8.94079,-0.239001,-4.46623,3.26348,5.09261,-12.345,25.3466,-8.28614,-2.28817,22.5459,-3.51157,15.4099,8.94079,0.239001,4.46623,48.8206,-6.37163,-12.8046,80.1511,-6.25337,-14.2842,1.81195,-2.88614,10.0409
1239,0,8.91074,-0.706373,-3.78606,1.52493,4.46307,-12.427,23.7539,-7.8442,-3.42646,21.3095,-3.71628,16.3321,8.91074,0.706373,3.78606,49.194,-5.12109,-13.1042,77.4973,-6.60518,-14.4623,2.05312,-2.95967,10.303
1240,0,8.89125,-1.16457,-3.07974,-0.198296,3.87443,-12.5681,22.151,-7.41848,-4.62022,19.8479,-3.94232,17.3402,8.89125,1.16457,3.07974,49.4327,-3.84779,-13.4089,74.67,-6.98307,-14.5195,2.30852,-3.03833,10.5828
1241,0,8.88115,-1.6085,-2.35322,-1.89584,3.33301,-12.7736,20.559,-7.01634,-5.85376,18.1552,-4.18953,18.4299,8.88115,1.6085,2.35322,49.5302,-2.56693,-13.7049,71.6718,-7.37052,-14.4456,2.58747,-3.12202,10.8799
1242,0,8.87857,-2.03318,-1.61399,-3.55704,2.84317,-13.0476,19,-6.64272,-7.11159,16.2255,-4.45744,19.595,8.87857,2.03318,1.61399,49.4846,-1.29602,-13.9756,68.5114,-7.74627,-14.2658,2.89301,-3.21848,11.2216
1243,0,8.88184,-2.43462,-0.869664,-5.16941,2.40788,-13.391,17.4988,-6.30311,-8.37528,14.0574,-4.74372,20.8212,8.88184,2.43462,0.869664,49.2936,-0.0524831,-14.2035,65.1988,-8.08485,-13.9891,3.23476,-3.32958,11.6142
1244,0,8.88872,-2.80998,-0.127427,-6.72072,2.02658,-13.8052,16.0808,-6.00049,-9.62445,11.6545,-5.04518,22.0907,8.88872,2.80998,0.127427,48.9592,1.14684,-14.3796,61.7516,-8.36772,-13.6456,3.61781,-3.46181,12.0799
1245,0,8.89687,-3.15664,0.606172,-8.19768,1.69799,-14.2918,14.7729,-5.73821,-10.8402,9.02586,-5.35769,23.3825,8.89687,3.15664,-0.606172,48.4876,2.28502,-14.5088,58.1926,-8.58721,-13.2903,4.05025,-3.62967,12.6686
1246,0,8.90392,-3.47365,1.32404,-9.58756,1.41764,-14.8488,13.602,-5.51778,-12.0021,6.18984,-5.67525,24.6691,8.90392,3.47365,-1.32404,47.8799,3.34835,-14.5685,54.5408,-8.70918,-12.9348,4.53673,-3.82962,13.3662
1247,0,8.9083,-3.7594,2.02096,-10.8769,1.18114,-15.475,12.5954,-5.34148,-13.0951,3.17454,-5.99257,25.9283,8.9083,3.7594,-2.02096,47.1496,4.32448,-14.5708,50.8294,-8.73301,-12.6191,5.07666,-4.06925,14.1968
1248,0,8.90746,-4.01374,2.69254,-12.0544,0.982627,-16.1666,11.7796,-5.21111,-14.0985,0.0200088,-6.30121,27.127,8.90746,4.01374,-2.69254,46.3037,5.20619,-14.5062,47.0833,-8.64129,-12.3733,5.66963,-4.34945,15.16
1249,0,8.8989,-4.23654,3.33524,-13.1101,0.816775,-16.9175,11.1795,-5.13058,-14.9987,-3.22407,-6.59429,28.2414,8.8989,4.23654,-3.33524,45.3587,5.98959,-14.3788,43.3435,-8.4338,-12.2302,6.31393,-4.67222,16.2583
1250,0,8.88284,-4.4282,3.94642,-14.033,0.676638,-17.7203,10.8185,-5.10235,-15.7799,-6.49779,-6.86418,29.247,8.88284,4.4282,-3.94642,44.3313,6.67619,-14.191,39.6449,-8.11338,-12.1833,7.00505,-5.0273,17.4519
1251,0,8.85255,-4.59047,4.52379,-14.8217,0.555623,-18.5629,10.7171,-5.13072,-16.4295,-9.73129,-7.10396,30.1236,8.85255,4.59047,-4.52379,43.233,7.27187,-13.9362,36.0182,-7.68431,-12.2689,7.72765,-5.41491,18.7366
1252,0,8.80647,-4.72414,5.06554,-15.472,0.448066,-19.4322,10.8926,-5.22065,-16.9364,-12.8511,-7.30894,30.8606,8.80647,4.72414,-5.06554,42.0837,7.78436,-13.6167,32.5019,-7.16429,-12.4806,8.4692,-5.82447,20.0722
1253,0,8.74134,-4.83152,5.57068,-15.9848,0.347086,-20.3134,11.3574,-5.37526,-17.2913,-15.7835,-7.47553,31.451,8.74134,4.83152,-5.57068,40.8992,8.22417,-13.2248,29.1278,-6.57034,-12.8223,9.21298,-6.24699,21.4256
1254,0,8.65685,-4.91382,6.03867,-16.3611,0.24747,-21.1902,12.1192,-5.59703,-17.4885,-18.4582,-7.60228,31.8953,8.65685,4.91382,-6.03867,39.7016,8.60076,-12.7695,25.9244,-5.93173,-13.2956,9.93419,-6.67881,22.7824
1255,0,8.54786,-4.97042,6.46707,-16.6091,0.146688,-22.0452,13.1808,-5.88764,-17.5246,-20.8147,-7.68954,32.1985,8.54786,4.97042,-6.46707,38.5044,8.91996,-12.2497,22.9213,-5.274,-13.8925,10.6184,-7.11278,24.118
1256,0,8.41327,-5.00475,6.85681,-16.7373,0.0392889,-22.8648,14.5383,-6.24463,-17.4003,-22.8064,-7.73762,32.3647,8.41327,5.00475,-6.85681,37.3241,9.19123,-11.6781,20.1406,-4.62551,-14.5963,11.2441,-7.54485,25.4195
1257,0,8.24828,-5.01801,7.20772,-16.759,-0.0764519,-23.6364,16.184,-6.66453,-17.1225,-24.4035,-7.748,32.4005,8.24828,5.01801,-7.20772,36.1701,9.4203,-11.0465,17.6064,-4.00537,-15.3963,11.7993,-7.96852,26.6678
1258,0,8.05906,-5.00562,7.51622,-16.6786,-0.198595,-24.3426,18.1042,-7.13964,-16.6989,-25.5951,-7.72003,32.304,8.05906,5.00562,-7.51622,35.0594,9.60479,-10.3732,15.3316,-3.43503,-16.2593,12.2686,-8.37895,27.8504
1259,0,7.84014,-4.97271,7.7861,-16.5137,-0.329782,-24.9816,20.2818,-7.66091,-16.1403,-26.3879,-7.65245,32.0699,7.84014,4.97271,-7.7861,33.9961,9.75319,-9.6527,13.3309,-2.92627,-17.1838,12.6429,-8.776,28.9693
